appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,Final Price_$,Initial Price_$,Discount_$,Total Score, Mark ,Tier
736720,1,BAAM SQUAD,5minlab,5minlab,,76,11,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,87,87,M
827610,0,Dead End Job,Ant Workshop Ltd,Headup,,63,15,0,"0 .. 20,000",0,0,0,0,1699,1699,0,1,0,16.99,16.99,78,81,M
822720,0,The Amazing Bernard,Kumkwat Entertainment,Kumkwat Entertainment,,8,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,12,67,M
670320,0,PAPA'S TIME MACHINE,Techone Game Studio,Techone Game Studio,,8,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,12,67,M
842560,0,War Hunter,Falco Software,Nuclear,,6,36,0,"0 .. 20,000",1,0,1,0,299,299,0,0,0,2.99,2.99,42,-86,M
833380,0,Downtown,TephraSPB,TephraSPB,,3,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,13,-77,M
845970,0,Trivia Vault: Movie Trivia,Ripknot Systems,Ripknot Systems,,33,21,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,54,61,M
849620,0,Trivia Vault: Celebrity Trivia,Ripknot Systems,Ripknot Systems,,32,26,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,58,55,M
851520,0,Trivia Vault: TV Trivia,Ripknot Systems,Ripknot Systems,,29,25,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,54,54,M
851710,0,Trivia Vault: Art Trivia,Ripknot Systems,Ripknot Systems,,32,29,0,"0 .. 20,000",0,0,0,0,99,999,90,0,0,0.99,9.99,61,52,M
718270,0,ZombieThon,GreenThumbStudios,GreenThumbStudios,,14,24,0,"0 .. 20,000",2957,0,2957,0,1499,1499,0,0,0,14.99,14.99,38,-63,M
821370,2,MLB Home Run Derby VR,MLB,MLB,,18,7,0,"0 .. 20,000",0,0,0,0,999,999,0,1,0,9.99,9.99,25,72,M
824250,0,BitBreaker,God As A Cucumber,God As A Cucumber,,4,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,5,80,M
420330,0,HEIST,Atomizer Games,Atomizer Games,,18,6,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,24,75,M
561930,0,Sword of the Guardian,Billy Chan,Billy Chan Studio,,38,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,41,93,M
749860,0,Super Sportmatchen,Kaj Forell Video Game Brand,DANGEN Entertainment,,39,14,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,53,74,M
833180,0,Spaceship Commander,Sokolov Yaroslav Vladimirovich,Sokolov Yaroslav Vladimirovich,,9,7,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,16,56,M
861740,0,Trivia Vault: Literature Trivia,Ripknot Systems,Ripknot Systems,,28,25,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,53,53,M
833010,0,Zombie Forest 2,Alexander Tavintsev,Alexander Tavintsev,,22,4,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,26,85,M
852720,0,Voxel Tanks,PigeonDev,PigeonDev,,27,9,0,"0 .. 20,000",0,0,0,0,149,299,50,0,0,1.49,2.99,36,75,M
866280,0,Emergency Robot Simulator,One Tap Games,One Tap Games,,1,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,16,-94,M
755410,0,Vengeful Rites,Deep Dive Interactive,Deep Dive Interactive,,233,16,0,"0 .. 20,000",242,0,242,0,1999,1999,0,0,0,19.99,19.99,249,94,M
810340,0,World of Islands - Treasure Hunt,"SilverDam™, MJM",SilverDam™,,11,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,13,85,M
869540,0,Hero Hunters - 杀手 3D 2K19,Beyond Games,Beyond Games,,24,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,27,89,M
875840,0,Bookers: Underground Chapter,ZeichiGames,ZeichiGames,,3,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,75,M
835660,0,Circle UP,CybeRoar,CybeRoar,,6,21,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,27,-78,M
878270,0,Trivia Vault: Music Trivia,Ripknot Systems,Ripknot Systems,,13,11,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,24,54,M
878640,0,LO-OP,Paleno Games,Paleno Games,,10,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,19,53,M
880840,0,Sniper Fodder,War game studio,Droid Riot,,11,7,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,18,61,M
874880,0,Hat Hunters,Nicholas Ingulfsen,Beastereggs,,6,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,11,55,M
853200,2,Shred! 2 - ft Sam Pilgrim,ASBO Interactive,ASBO Interactive Ltd,,143,18,0,"0 .. 20,000",0,0,0,0,999,999,0,3,0,9.99,9.99,161,89,M
887510,0,Galencia,Jason Aldred,Jason Aldred,,26,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,26,100,M
877340,0,ATMOTECH EPISODE PRAELUDIUM,ATMODEPTH,ATMODEPTH,,1,0,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0,0,17.99,17.99,1,100,M
886970,0,Tomato Way 2,Vladislav Castillo Gonzalez,Vladislav Castillo Gonzalez,,67,28,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,95,71,M
892490,0,Fish Catcher,Jether,Jether,,14,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,18,78,M
762860,0,ANti: Virus Destroyer,"Nicholas Likiardopoulos, Daniel Likiardopoulos, Martin van Stipdonk",Borazon Games LLC,,2,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,2,100,M
875100,0,Tiger Tank 59 Ⅰ,TigerQiuQiu,TigerQiuQiu,,1,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,4,-75,M
847530,0,HyperBowl,Technicat LLC,Technicat LLC,,42,2,0,"0 .. 20,000",0,0,0,0,99,99,0,1,0,0.99,0.99,44,95,M
896220,0,Dangerous Skies 80's edition,Teamomega,Droid Riot,,2,5,0,"0 .. 20,000",0,0,0,0,49,199,75,0,0,0.49,1.99,7,-71,M
893810,0,Chrono Project,Ward Dehairs,Ward Dehairs,,4,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,4,100,M
880320,0,魔装術師アカネ / Magic MechSuit Akane,WaterMagus,WaterMagus,,2,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,3,67,M
882250,1,Metro Sim Hustle,Departure Interactive,Departure Interactive,,212,49,0,"0 .. 20,000",39,0,39,0,1499,1499,0,2,0,14.99,14.99,261,81,M
903160,0,Wunderwaffe,GiBar,RoBot,,22,18,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,40,55,M
895170,0,Drop Up,Aaron Angert,Aaron Angert,,10,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,11,91,M
905790,0,Hungry Shadows,CasGames,CasGames,,9,16,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,25,-64,M
867390,0,Chase,Acrylec Studios,Acrylec Studios,,17,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,22,77,M
916820,0,WAR_WAR_WAR: Smiles vs Ghosts,BEKoshi,BEKoshi,,7,19,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,26,-73,M
917920,0,The Other Half,Studio Egg Roll,Studio Egg Roll,,76,12,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,88,86,M
912790,0,Meteor,Nidal alshawwaf,Nidal alshawwaf,,2,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,5,-60,M
917290,0,Duck Souls,Viridino Studios,Viridino Studios,,240,7,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,247,97,M
923130,0,Plunder Squad,AK Sommerville,AK Sommerville,,1,1,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,2,-50,M
912210,0,Achievement Collector: Cat,QUIKIN Games,QUIKIN Games,,18,37,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,55,-67,M
908740,0,VALHALL: Harbinger - Pre-Beta Testing,Blackrose Arts,Blackrose Arts,,137,168,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0,0,29.99,29.99,305,-55,M
563260,0,Steel Empire,mebius,mebius,,56,10,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,66,85,M
772530,0,Crayola Scoot,Climax Studios,Outright Games Ltd.,,39,11,0,"0 .. 20,000",0,0,0,0,1999,1999,0,4,0,19.99,19.99,50,78,M
870730,0,Adapt or Perish,Phr00t's Software,Phr00t's Software,,38,5,0,"0 .. 20,000",0,0,0,0,499,999,50,0,0,4.99,9.99,43,88,M
891790,0,Devil Engine,Protoculture Games,Protoculture Games,,101,12,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,113,89,M
926490,0,The Legend Of Vraz,Zatun,Zatun,,3,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,3,100,M
936820,0,J-Girl,Chair Game Studio,Chair Game Studio,,36,7,0,"0 .. 20,000",0,0,0,0,279,399,30,0,0,2.79,3.99,43,84,M
594050,0,Red Alliance,2ndUp Studios,2ndUp Studios,,169,48,0,"0 .. 20,000",0,0,0,0,599,1199,50,0,0,5.99,11.99,217,78,M
928230,0,DEFENDER 3D,Blueshift Media,Blueshift Media,,8,2,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,10,80,M
739720,0,Penkura,Lionsart,Lionsart,,43,4,0,"0 .. 20,000",0,0,0,0,999,999,0,1,0,9.99,9.99,47,91,M
933290,0,PixelRPG,Fun Guy Apps,Fun Guy Apps,,13,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,23,57,M
946610,6,Pocket Rogues,EtherGaming,EtherGaming,,233,17,0,"0 .. 20,000",207,0,207,0,399,799,50,12,0,3.99,7.99,250,93,M
938660,0,Achtung die Kugel!,"Erik Sillén, Fredrik Carlsson, Philip Bretschneider",,,5,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,12,-58,M
912070,0,DESERT KILL,IO Games,IO Games,,15,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,18,83,M
878290,0,Double Switch - 25th Anniversary Edition,Screaming Villains,Screaming Villains,,25,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,30,83,M
630640,2,SEQUENCE STORM,"SPECIAL MAGIC GAMES, LLC","SPECIAL MAGIC GAMES, LLC",,128,3,0,"0 .. 20,000",0,0,0,0,0,0,0,2,0,0,0,131,98,M
891190,0,CROSS X CARROT,KADOKAWA CORPORATION,PLAYISM,,10,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,22,-55,M
975800,0,CosmoDrive:Zero,Diamond Cats Studio,Diamond Cats Studio,,19,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,23,83,M
984300,0,Robozarro,Frozen Flame Interactive,Frozen Flame Interactive,,5,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,7,71,M
970970,0,Crappy Tube,KY,StarK Software,,3,12,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,15,-80,M
963910,0,They That Feast,Blackwood Specter,Blackwood Specter,,16,19,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,35,-54,M
981630,0,Guntastic,Ludicrous Games,Ludicrous Games,,16,1,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0,0,12.99,12.99,17,94,M
987000,0,Shadow Uprising,Amber Eye Studio,InvestVR,,40,8,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,48,83,M
990160,0,ToyShot VR,eiNpictures,eiNpictures,,2,3,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,5,-60,M
907970,0,Shennong: Taste of Illusion,Pinta Studios,"Pinta Studios, Jaunt China",,21,6,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,27,78,M
717710,0,Bloom: Labyrinth,Studio Fawn,Studio Fawn,,1,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,5,-80,M
983590,0,Tank Blazers,Hangar Bay 12,Hangar Bay 12,,3,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0,0,3.99,3.99,3,100,M
1004210,0,Pandamonia 潘德莫尼亚,Running Hoffman,Running Hoffman,,118,8,0,"0 .. 20,000",0,0,0,0,59,199,70,0,0,0.59,1.99,126,94,M
973310,0,Symphony of Stars,Only Human Studios,Only Human Studios,,1,3,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,4,-75,M
949910,0,Refill your Roguelike,Homebrew Cult,Homebrew Cult,,11,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,19,58,M
676030,0,Eternal Starlight VR,White Noise Games,White Noise Games,,50,3,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,0,19.99,19.99,53,94,M
1010660,0,GACHIMUCHI REBIRTH,Volha,Volha,,49,9,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,58,84,M
997030,1,Earth Atlantis,Pixel Perfex,Headup,,37,20,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,57,65,M
1018090,0,2100,Interactive Gaming Studios,Interactive Gaming Studios,,3,11,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,14,-79,M
828420,0,Six Second Slam,Ned van der Drift,Ned van der Drift,,2,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,2,100,M
1002000,0,SPITLINGS,Massive Miniteam,HandyGames,,29,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,33,88,M
947530,0,The Cup,Logan Acree,INCENDIARY ENTERTAINMENT,,15,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,25,60,M
1023090,0,Super Agent: Drunk Kent,Race Kippe,Race Kippe,,0,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,1,-100,M
1023510,0,Matanga,MATANGA GAMES,MATANGA GAMES,,21,17,0,"0 .. 20,000",0,0,0,0,99,999,90,0,0,0.99,9.99,38,55,M
1016330,0,Bot War,James Richardson,James Richardson,,2,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,100,M
1026130,3,STAB STAB STAB!,Sbug Games,Sbug Games,,64,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,72,89,M
1031310,0,Polygon's Royale : Season 1,"FlyingCubicle, -",-,,1,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,3,-67,M
1019910,0,Cube Man,"Lucas Borgato, Diego Araujo",Studios Vortex,,4,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,5,80,M
1035470,0,Takotan - 星のタコ,Joseph Calabro,Joseph Calabro,,3,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,3,100,M
1036600,0,Junglex,RewindApp,RewindApp,,23,10,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,33,70,M
1037840,0,Running Ninja,BBB Games, BBB Games,,16,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,28,57,M
1027700,0,Shmup Moments,"Mankind, Inc.","Mankind, Inc.",,4,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,6,67,M
1013950,0,AntiPodal,Liam Dehaudt,Liam Dehaudt,,15,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,19,79,M
1035310,0,Outbreak: Lost Hope,Dead Drop Studios LLC,Dead Drop Studios LLC,,17,9,0,"0 .. 20,000",0,0,0,0,199,999,80,0,0,1.99,9.99,26,65,M
1011740,0,DOZA 2 - NOVOGODNIY PEREDOZ,RedTower,RedTower,,55,17,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,72,76,M
1050810,0,The Hunt in the Forest,A Nostru,My Way Games,,6,14,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,20,-70,M
1045060,0,The Copper Canyon Shoot Out,Black Dragon Studios Ltd,Black Dragon Studios Ltd,,6,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,10,60,M
885220,0,Neon Cat Tickler,Petcom ltd.,Petcom ltd.,,6,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,7,86,M
1046490,0,Action Entities,Action Entities,Action Entities,,49,24,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,73,67,M
1030470,0,With Loneliness,GiantJump,GiantJump,,22,6,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,28,79,M
1013910,0,Aron's Adventure,"Tim van Kan, Tom Raudys",TiMer Games,,146,44,0,"0 .. 20,000",0,0,0,0,2999,2999,0,2,0,29.99,29.99,190,77,M
1060060,0,GOLF in PAPER,meokigame,meokigame,,4,6,0,"0 .. 20,000",0,0,0,0,199,199,0,0,0,1.99,1.99,10,-60,M
1053190,0,Lover Bands,Paper Fan Games,Paper Fan Games,,19,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,21,90,M
662550,0,Beraltors,Phair Games,"Phair Games, Greystone Games",,4,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,4,100,M
1055620,0,Minions Battle,RewindApp,RewindApp,,74,22,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,96,77,M
1072610,0,AvoCuddle,Ramez Al Tabbaa,FistikTech,,27,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,29,93,M
1074620,0,Adore,Cadabra Games,Cadabra Games,,279,27,0,"0 .. 20,000",77,0,77,0,1799,1799,0,2,0,17.99,17.99,306,91,M
1072310,0,Kurr Snaga,NoTime Studios,NoTime Studios,,32,11,0,"0 .. 20,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,43,74,M
1064480,0,Deadly Path,AS Games,AS Games,,2,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,2,100,M
1058560,1,Deathbloom: Chapter 1,Vincent Lade,Vincent Lade,,71,11,0,"0 .. 20,000",0,0,0,0,499,999,50,0,0,4.99,9.99,82,87,M
1079940,0,Hippocampus,Bad Vices Games,Bad Vices Games,,23,18,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,41,56,M
1081840,1,ANONYMOUS || AGONY,Coded Emotion,Coded Emotion,,47,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,56,84,M
1083410,0,Coast team,杰游科技,杰游科技,,1,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,7,-86,M
1082200,0,ASTRO: The Beginning,BigGame Studio,BigGame Publishing,,1,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,3,-67,M
1080130,0,QuietMansion2,K App.,K App.,,36,13,0,"0 .. 20,000",0,0,0,0,89,299,70,0,0,0.89,2.99,49,73,M
1087040,0,Alien invasion,杰游科技,杰游科技,,1,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,9,-89,M
987410,0,Maui Mallard in Cold Shadow,Disney Interactive Studios,Disney,,33,19,0,"0 .. 20,000",0,0,0,0,599,599,0,0,0,5.99,5.99,52,63,M
1054370,0,Sandbox Anything,Fizzostia,Fizzostia,,21,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,30,70,M
1066620,0,Bugs 'N Boo Hags,Acrid Banana,"Illustrategy, LLC",,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,2,100,M
1094540,0,Smelter,"X PLUS Co., Ltd.","DANGEN Entertainment, Gamera Games, Intragames",,127,42,0,"0 .. 20,000",0,0,0,0,1999,1999,0,1,0,19.99,19.99,169,75,M
1094250,0,It Stares Back,Light Arc Studio Ltd,Light Arc Studio Ltd,,83,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,85,98,M
1067720,2,Hellsinker.,Ruminant’s Whimper,Henteko Doujin,,153,13,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,166,92,M
1009750,0,Flappatron,Manning Media,Manning Media,,125,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,128,98,M
937160,0,BRING IT DOWN!,"Triverske, Mirror Queen",Triverske,,2,5,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0,0,14.99,14.99,7,-71,M
1109700,0,Last warrior,Jack,Jack,,3,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,8,-63,M
1035550,0,Galaxy Forces VR,Team Galaxy,Kosker AB,,14,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,15,93,M
1115570,0,Forest Mage,JoJo,JoJo,,3,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,9,-67,M
1115030,0,Running Black,cBlck,cBlck,,4,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,7,57,M
1117930,0,惊奇剑士,PUPPET DEPOT GAME STUDIO,East2West Games,,37,13,0,"0 .. 20,000",0,0,0,0,699,699,0,0,0,6.99,6.99,50,74,M
1118940,0,Robot terminator,tina,tina,,7,5,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,12,58,M
1121770,0,Animal war,cici,cici,,2,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,8,-75,M
1123060,0,Alien Creatures,wula,wula,,2,6,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,8,-75,M
1109750,0,Terracotta - Shards of Doom,"Will Eller, Melanie Gunter, Joshua Key, Zac Snowbank, Rian Schmit",Neumont College of Computer Science,,10,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,10,100,M
1069750,0,Balance Breakers - A Battle Party Game,Gamestry Lab,Gamestry Lab,,18,0,0,"0 .. 20,000",0,0,0,0,1699,1699,0,0,0,16.99,16.99,18,100,M
1121590,1,Adam - Lost Memories,Adam Dubi,AdamDubiGames,,142,29,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,171,83,M
1121860,0,Flat Earths!,"Ponywolf, Mutated Software","Ponywolf, LLC",,4,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,5,80,M
1134730,0,Wetpants,Arke Games,Arke Games,,8,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,8,100,M
1064600,0,BattleSteam,3dcafe,3dcafe,,9,6,0,"0 .. 20,000",0,0,0,0,0,0,0,2,0,0,0,15,60,M
1141450,0,Dodge Rocket,HaDe Games,HaDe Games,,32,12,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,44,73,M
1025460,0,Rift Racoon,Marcos Game Dev,Marcos Game Dev,,54,4,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,58,93,M
654450,0,Exorcise The Demons,Midnight Games EIRL,Midnight Games EIRL,,20,4,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,24,83,M
1073360,0,Paycheck: City RPG,HDGS,HDGS,,9,23,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,32,-72,M
1144280,0,Ain Dodo,oukaein,oukaein,,134,14,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,148,91,M
1149070,0,Skyrift,Torchlight Games,Torchlight Games,,1,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0,0,2.99,2.99,1,100,M
1149080,0,Swords and Sandals Spartacus,Whiskeybarrel Studios,eGames.com,,24,9,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,33,73,M
1148700,0,Deadtime Defenders,Ravenous Games Inc.,Ravenous Games Inc.,,40,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,51,78,M
1124850,0,閃電對決Lightning Wings II,Brogent Technologies Inc.,Brogent Technologies Inc.,,5,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,12,-58,M
1051190,0,Reel Fishing: Road Trip Adventure,"Tachyon Inc., Natsume Inc.",Natsume Inc.,,4,2,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0,0,29.99,29.99,6,67,M
1156570,0,Forest spiders,杰游科技,杰游科技,,1,4,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,5,-80,M
1148570,0,Blastworld,Hipfire Games,Hipfire Games,,27,22,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,49,55,M
783430,0,Gatlin',dotcopycat,"Pyrebug Studios, dotcopycat",,8,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,10,80,M
1127480,0,What's Left,Ashes of Emerald,A. E. Southwood,,1,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0,0,19.99,19.99,1,100,M
1169310,0,The Chronicles of Joseph of Egypt,e-FunSoft Games,HH-Games,,12,1,0,"0 .. 20,000",0,0,0,0,334,499,33,0,0,3.34,4.99,13,92,M
1163320,0,Zombie horde,杰游科技,杰游科技,,3,8,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,11,-73,M
1175510,0,Cerberus: Orbital watch,Evil Castle Entertainment,Evil Castle Entertainment,,2,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0,0,0.99,0.99,4,-50,M
1129250,1,NEKO-NIN exHeart 3,Whirlpool,Sekai Project,,187,12,0,"0 .. 20,000",491,0,491,0,999,999,0,0,0,9.99,9.99,199,94,M
1171880,0,ALPHA,"KANAME.co,.ltd.","KANAME.co,.ltd.",,3,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0,0,4.99,4.99,3,100,M
1181000,0,UBERMOSH:OMEGA,Walter Machado,Walter Machado,,146,10,0,"0 .. 20,000",0,0,0,0,199,1999,90,0,0,1.99,19.99,156,94,M
886210,0,The Disgusting Slaughterman,RatByte Games,RatByte Games,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,1,100,M
1175690,0,MyStar,MyStar Studio,MyStar Studio,,3,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,4,75,M
1181970,0,Kamodo Steve: Janitor on Fire!,"Matthew Board, SleekTiki Interactive LLC",SleekTiki Interactive LLC,,1,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0,0,9.99,9.99,1,100,M
1179840,0,Origin,Carcosa,Carcosa,,2,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0,0,0,0,3,67,M
612040,0,Duel on Board,rebel rabbit,indienova,,21,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0,0,7.99,7.99,21,100,M
